list-il-m,4,32,1,384,159337,414
list-il-m,8,1,1,24,248658,10360
list-il-m,8,2,1,48,183781,3828
list-il-m,8,4,1,96,196945,2051
list-il-m,8,8,1,192,214321,1116
list-il-m,8,16,1,384,237505,618
list-il-m,8,32,1,768,187748,244
list-il-m,12,1,1,36,265660,7379
list-il-m,12,2,1,72,265631,3689
list-il-m,12,4,1,144,288557,2003
list-dl-m,2,1,1,6,93917,15652
list-dl-m,2,2,1,12,122540,10211
list-dl-m,2,4,1,24,145847,6076
list-dl-m,2,8,1,48,101543,2115
list-dl-m,2,16,1,96,114942,1197
list-dl-m,2,32,1,192,110899,577
list-dl-m,4,1,1,12,131074,10922
list-dl-m,4,2,1,24,169687,7070
list-dl-m,4,4,1,48,156575,3261
list-dl-m,4,8,1,96,121280,1263
list-dl-m,4,16,1,192,121890,634
list-dl-m,4,32,1,384,120033,312
list-dl-m,8,1,1,24,201406,8391
list-dl-m,8,2,1,48,206542,4302
list-dl-m,8,4,1,96,193714,2017
list-dl-m,8,8,1,192,197246,1027
list-dl-m,8,16,1,384,197493,514
list-dl-m,8,32,1,768,209079,272
list-dl-m,12,1,1,36,282078,7835
list-dl-m,12,2,1,72,300240,4170
list-dl-m,12,4,1,144,295318,2050
list-dl-m,12,8,1,288,299192,1038
list-dl-m,12,16,1,576,292420,507
list-dl-m,12,32,1,1152,281447,244
list-i-s,2,1,1,6,92159,15359
list-i-s,2,2,1,12,81556,6796
list-i-s,2,4,1,24,110343,4597
list-i-s,2,8,1,48,105967,2207
list-i-s,2,16,1,96,108086,1125
list-i-s,2,32,1,192,109126,568
list-i-s,4,1,1,12,157352,13112
list-i-s,4,2,1,24,117492,4895
list-i-s,4,4,1,48,110369,2299
list-i-s,4,8,1,96,116581,1214
list-i-s,4,16,1,192,153797,801
list-i-s,4,32,1,384,115037,299
list-i-s,8,1,1,24,194533,8105
list-i-s,8,2,1,48,202619,4221
list-i-s,8,4,1,96,199607,2079
list-i-s,8,8,1,192,197227,1027
list-i-s,8,16,1,384,204978,533
list-i-s,8,32,1,768,196613,256
list-i-s,12,1,1,36,273199,7588
list-i-s,12,2,1,72,273402,3797
list-i-s,12,4,1,144,287911,1999
list-i-s,12,8,1,288,289724,1005
list-i-s,12,16,1,576,291445,505
list-i-s,12,32,1,1152,280549,243
list-d-s,2,1,1,6,78377,13062
list-d-s,2,2,1,12,71021,5918
list-d-s,2,4,1,24,79335,3305
list-d-s,2,8,1,48,107233,2234
list-d-s,2,16,1,96,111406,1160
list-d-s,2,32,1,192,98069,510
list-d-s,4,1,1,12,170288,14190
list-d-s,4,2,1,24,115189,4799
list-d-s,4,4,1,48,133053,2771
list-d-s,4,8,1,96,152688,1590
list-d-s,4,16,1,192,108448,564
list-d-s,4,32,1,384,106777,278
list-d-s,8,1,1,24,243606,10150
list-d-s,8,2,1,48,1054175,21961
list-d-s,8,4,1,96,212939,2218
list-d-s,8,8,1,192,225951,1176
list-d-s,8,16,1,384,222842,580
list-d-s,8,32,1,768,206557,268
list-d-s,12,1,1,36,282748,7854
list-d-s,12,2,1,72,278395,3866
list-d-s,12,4,1,144,271147,1882
list-d-s,12,8,1,288,259218,900
list-d-s,12,16,1,576,289472,502
list-d-s,12,32,1,1152,298737,259
list-il-s,2,1,1,6,68726,11454
list-il-s,2,2,1,12,127096,10591
list-il-s,2,4,1,24,105457,4394
list-il-s,2,8,1,48,111120,2315
list-il-s,2,16,1,96,109057,1136
list-il-s,2,32,1,192,99880,520
list-il-s,4,1,1,12,110198,9183
list-il-s,4,2,1,24,108642,4526
list-il-s,4,4,1,48,138833,2892
list-il-s,4,8,1,96,113811,1185
list-il-s,4,16,1,192,99270,517
list-il-s,4,32,1,384,167768,436
list-il-s,8,1,1,24,234114,9754
list-il-s,8,2,1,48,205161,4274
list-il-s,8,4,1,96,214357,2232
list-il-s,8,8,1,192,213346,1111
list-il-s,8,16,1,384,213362,555
list-il-s,8,32,1,768,1027860,1338
list-il-s,12,1,1,36,287463,7985
list-il-s,12,2,1,72,281874,3914
list-il-s,12,4,1,144,281417,1954
list-dl-s,2,1,1,6,68571,11428
list-dl-s,2,2,1,12,107357,8946
list-dl-s,2,4,1,24,107033,4459
list-dl-s,2,8,1,48,107249,2234
list-dl-s,2,16,1,96,75451,785
list-dl-s,2,32,1,192,131772,686
list-dl-s,4,1,1,12,921442,76786
list-dl-s,4,2,1,24,112305,4679
list-dl-s,4,4,1,48,210803,4391
list-dl-s,4,8,1,96,115403,1202
list-dl-s,4,16,1,192,119704,623
list-dl-s,4,32,1,384,135139,351
list-dl-s,8,1,1,24,225268,9386
list-dl-s,8,2,1,48,186162,3878
list-dl-s,8,4,1,96,189922,1978
list-dl-s,8,8,1,192,200237,1042
list-dl-s,8,16,1,384,205432,534
list-dl-s,8,32,1,768,193869,252
list-dl-s,12,1,1,36,273508,7597
list-dl-s,12,2,1,72,287526,3993
list-dl-s,12,4,1,144,280329,1946
list-dl-s,12,8,1,288,285331,990
list-dl-s,12,16,1,576,283501,492
list-dl-s,12,32,1,1152,290334,252
list-none-s,1,1000,1,3000,74047,24
list-none-s,2,1000,1,6000,250136,41
list-none-s,4,1000,1,12000,976885,81
list-none-s,8,1000,1,24000,3967855,165
list-none-s,12,1000,1,36000,6600877,183
list-none-s,16,1000,1,48000,14254120,296
list-none-s,24,1000,1,72000,25066937,348
list-none-m,1,1000,1,3000,123765,41
list-none-m,2,1000,1,6000,373901,62
list-none-m,4,1000,1,12000,1271627,105
list-none-m,8,1000,1,24000,2948059,122
list-none-m,12,1000,1,36000,4343808,120
list-none-m,16,1000,1,48000,5902556,122
list-none-m,24,1000,1,72000,9797267,136
list-none-none,1,10,1,30,84817,2827
list-none-none,1,100,1,300,85207,284
list-none-none,1,1000,1,3000,108286,36
list-none-none,1,10000,1,30000,296848,9
list-none-none,1,20000,1,60000,574291,9
list-none-none,2,1,1,6,118718,19786
list-none-none,2,10,1,60,114227,1903
list-none-none,2,100,1,600,118568,197
list-none-none,2,1000,1,6000,138516,23
list-none-none,4,1,1,12,123425,10285
list-none-none,4,10,1,120,156707,1305
list-none-none,4,100,1,1200,109699,91
list-none-none,4,1000,1,12000,165415,13
list-none-none,8,1,1,24,199331,8305
list-none-none,8,10,1,240,213551,889
list-none-none,8,100,1,2400,189827,79
list-none-none,8,1000,1,24000,234823,9
list-none-none,12,1,1,36,290122,8058
list-none-none,12,10,1,360,303595,843
list-none-none,12,100,1,3600,307798,85
list-none-none,12,1000,1,36000,312741,8
list-i-none,2,1,1,6,62692,10448
list-i-none,2,2,1,12,113071,9422
list-i-none,2,4,1,24,75645,3151
list-i-none,2,8,1,48,70753,1474
list-i-none,2,16,1,96,146333,1524
list-i-none,2,32,1,192,125846,655
list-i-none,4,1,1,12,121703,10141
list-i-none,4,2,1,24,105067,4377
list-i-none,4,4,1,48,119699,2493
list-i-none,4,8,1,96,103841,1081
list-i-none,4,16,1,192,109568,570
list-i-none,4,32,1,384,138331,360
list-i-none,8,1,1,24,222909,9287
list-i-none,8,2,1,48,227812,4746
list-i-none,8,4,1,96,196875,2050
list-i-none,8,8,1,192,205927,1072
list-i-none,8,16,1,384,191075,497
list-i-none,8,32,1,768,213308,277
list-i-none,12,1,1,36,299480,8318
list-i-none,12,2,1,72,288503,4006
list-i-none,12,4,1,144,281450,1954
list-i-none,12,8,1,288,295151,1024
list-i-none,12,16,1,576,287510,499
list-i-none,12,32,1,1152,304513,264
list-d-none,2,1,1,6,100635,16772
list-d-none,2,2,1,12,108875,9072
list-d-none,2,4,1,24,113048,4710
list-d-none,2,8,1,48,107057,2230
list-d-none,2,16,1,96,148549,1547
list-d-none,2,32,1,192,108343,564
list-d-none,4,1,1,12,101558,8463
list-d-none,4,2,1,24,111242,4635
list-d-none,4,4,1,48,101219,2108
list-d-none,4,8,1,96,118589,1235
list-d-none,4,16,1,192,107088,557
list-d-none,4,32,1,384,123663,322
list-d-none,8,1,1,24,199797,8324
list-d-none,8,2,1,48,197826,4121
list-d-none,8,4,1,96,220612,2298
list-d-none,8,8,1,192,216657,1128
list-d-none,8,16,1,384,188982,492
list-d-none,8,32,1,768,203777,265
list-d-none,12,1,1,36,277936,7720
list-d-none,12,2,1,72,272248,3781
list-d-none,12,4,1,144,285171,1980
list-d-none,12,8,1,288,280801,975
list-d-none,12,16,1,576,284908,494
list-d-none,12,32,1,1152,311198,270
list-il-none,2,1,1,6,100080,16680
list-il-none,2,2,1,12,79838,6653
list-il-none,2,4,1,24,79472,3311
list-il-none,2,8,1,48,108205,2254
list-il-none,2,16,1,96,103039,1073
list-il-none,2,32,1,192,113573,591
list-il-none,4,1,1,12,132636,11053
list-il-none,4,2,1,24,97602,4066
list-il-none,4,4,1,48,111386,2320
list-il-none,4,8,1,96,140703,1465
list-il-none,4,16,1,192,113147,589
list-il-none,4,32,1,384,141364,368
list-il-none,8,1,1,24,224722,9363
list-il-none,8,2,1,48,190235,3963
list-il-none,8,4,1,96,195616,2037
list-il-none,8,8,1,192,192256,1001
list-il-none,8,16,1,384,217380,566
list-il-none,8,32,1,768,205752,267
list-il-none,12,1,1,36,266651,7406
list-il-none,12,2,1,72,284237,3947
list-il-none,12,4,1,144,268249,1862
list-il-none,12,8,1,288,265906,923
list-il-none,12,16,1,576,273440,474
list-il-none,12,32,1,1152,276742,240
list-dl-none,2,1,1,6,158312,26385
list-dl-none,2,2,1,12,122100,10175
list-dl-none,2,4,1,24,112496,4687
list-dl-none,2,8,1,48,111653,2326
list-dl-none,2,16,1,96,113396,1181
list-dl-none,2,32,1,192,148712,774
list-dl-none,4,1,1,12,142964,11913
list-dl-none,4,2,1,24,151357,6306
list-dl-none,4,4,1,48,138474,2884
list-dl-none,4,8,1,96,135407,1410
list-dl-none,4,16,1,192,149164,776
list-dl-none,4,32,1,384,102247,266
list-dl-none,8,1,1,24,223453,9310
list-dl-none,8,2,1,48,195759,4078
list-dl-none,8,4,1,96,205631,2141
list-dl-none,8,8,1,192,200847,1046
list-dl-none,8,16,1,384,223929,583
list-dl-none,8,32,1,768,199909,260
list-dl-none,12,1,1,36,301981,8388
list-dl-none,12,2,1,72,318002,4416
list-dl-none,12,4,1,144,301023,2090
list-dl-none,12,8,1,288,277354,963
list-dl-none,12,16,1,576,284506,493
list-dl-none,12,32,1,1152,303214,263
list-i-m,2,1,1,6,96542,16090
list-i-m,2,2,1,12,70329,5860
list-i-m,2,4,1,24,80188,3341
list-i-m,2,8,1,48,158534,3302
list-i-m,2,16,1,96,183352,1909
list-i-m,2,32,1,192,123761,644
list-i-m,4,1,1,12,142931,11910
list-i-m,4,2,1,24,142767,5948
list-i-m,4,4,1,48,103324,2152
list-i-m,4,8,1,96,100384,1045
list-i-m,4,16,1,192,146585,763
list-i-m,4,32,1,384,103722,270
list-i-m,8,1,1,24,204817,8534
list-i-m,8,2,1,48,198910,4143
list-i-m,8,4,1,96,195306,2034
list-i-m,8,8,1,192,217011,1130
list-i-m,8,16,1,384,227392,592
list-i-m,8,32,1,768,250514,326
list-i-m,12,1,1,36,280610,7794
list-i-m,12,2,1,72,284624,3953
list-i-m,12,4,1,144,282695,1963
list-i-m,12,8,1,288,277993,965
list-i-m,12,16,1,576,295879,513
list-i-m,12,32,1,1152,285113,247
list-d-m,2,1,1,6,97953,16325
list-d-m,2,2,1,12,86615,7217
list-d-m,2,4,1,24,98663,4110
list-d-m,2,8,1,48,117107,2439
list-d-m,2,16,1,96,116336,1211
list-d-m,2,32,1,192,116929,609
list-d-m,4,1,1,12,129686,10807
list-d-m,4,2,1,24,180861,7535
list-d-m,4,4,1,48,137789,2870
list-d-m,4,8,1,96,113805,1185
list-d-m,4,16,1,192,109828,572
list-d-m,4,32,1,384,113874,296
list-d-m,8,1,1,24,237397,9891
list-d-m,8,2,1,48,211488,4406
list-d-m,8,4,1,96,190562,1985
list-d-m,8,8,1,192,180476,939
list-d-m,8,16,1,384,188689,491
list-d-m,8,32,1,768,257352,335
list-d-m,12,1,1,36,343530,9542
list-d-m,12,2,1,72,279643,3883
list-d-m,12,4,1,144,261368,1815
list-d-m,12,8,1,288,271423,942
list-d-m,12,16,1,576,315152,547
list-d-m,12,32,1,1152,302940,262
list-il-m,2,1,1,6,93901,15650
list-il-m,2,2,1,12,114896,9574
list-il-m,2,4,1,24,108312,4513
list-il-m,2,8,1,48,109913,2289
list-il-m,2,16,1,96,108832,1133
list-il-m,2,32,1,192,110577,575
list-il-m,4,1,1,12,117873,9822
list-il-m,4,2,1,24,120228,5009
list-il-m,4,4,1,48,166153,3461
list-il-m,4,8,1,96,162162,1689
list-il-m,4,16,1,192,113136,589
list-il-m,4,32,1,384,121559,316
list-il-m,8,1,1,24,235918,9829
list-il-m,8,2,1,48,188624,3929
list-il-m,8,4,1,96,186805,1945
list-il-m,8,8,1,192,215692,1123
list-il-m,8,16,1,384,203104,528
list-il-m,8,32,1,768,190786,248
list-il-m,12,1,1,36,309247,8590
list-il-m,12,2,1,72,299388,4158
list-il-m,12,4,1,144,328779,2283
list-dl-m,2,1,1,6,94944,15824
list-dl-m,2,2,1,12,131555,10962
list-dl-m,2,4,1,24,83392,3474
list-dl-m,2,8,1,48,110447,2300
list-dl-m,2,16,1,96,103890,1082
list-dl-m,2,32,1,192,107349,559
list-dl-m,4,1,1,12,168188,14015
list-dl-m,4,2,1,24,144262,6010
list-dl-m,4,4,1,48,163455,3405
list-dl-m,4,8,1,96,112000,1166
list-dl-m,4,16,1,192,178801,931
list-dl-m,4,32,1,384,159822,416
list-dl-m,8,1,1,24,211670,8819
list-dl-m,8,2,1,48,225074,4689
list-dl-m,8,4,1,96,182002,1895
list-dl-m,8,8,1,192,213088,1109
list-dl-m,8,16,1,384,181611,472
list-dl-m,8,32,1,768,253973,330
list-dl-m,12,1,1,36,313300,8702
list-dl-m,12,2,1,72,281829,3914
list-dl-m,12,4,1,144,308830,2144
list-dl-m,12,8,1,288,300014,1041
list-dl-m,12,16,1,576,292875,508
list-dl-m,12,32,1,1152,285904,248
list-i-s,2,1,1,6,58904,9817
list-i-s,2,2,1,12,133199,11099
list-i-s,2,4,1,24,75817,3159
list-i-s,2,8,1,48,82408,1716
list-i-s,2,16,1,96,79660,829
list-i-s,2,32,1,192,187760,977
list-i-s,4,1,1,12,182559,15213
list-i-s,4,2,1,24,124183,5174
list-i-s,4,4,1,48,161258,3359
list-i-s,4,8,1,96,165834,1727
list-i-s,4,16,1,192,127261,662
list-i-s,4,32,1,384,127234,331
list-i-s,8,1,1,24,269038,11209
list-i-s,8,2,1,48,247964,5165
list-i-s,8,4,1,96,201485,2098
list-i-s,8,8,1,192,214183,1115
list-i-s,8,16,1,384,244018,635
list-i-s,8,32,1,768,232963,303
list-i-s,12,1,1,36,324704,9019
list-i-s,12,2,1,72,289444,4020
list-i-s,12,4,1,144,277876,1929
list-i-s,12,8,1,288,270295,938
list-i-s,12,16,1,576,278503,483
list-i-s,12,32,1,1152,280870,243
list-d-s,2,1,1,6,92948,15491
list-d-s,2,2,1,12,105184,8765
list-d-s,2,4,1,24,78864,3286
list-d-s,2,8,1,48,108113,2252
list-d-s,2,16,1,96,107685,1121
list-d-s,2,32,1,192,116587,607
list-d-s,4,1,1,12,111619,9301
list-d-s,4,2,1,24,165885,6911
list-d-s,4,4,1,48,119163,2482
list-d-s,4,8,1,96,123066,1281
list-d-s,4,16,1,192,135293,704
list-d-s,4,32,1,384,118915,309
list-d-s,8,1,1,24,263749,10989
list-d-s,8,2,1,48,213249,4442
list-d-s,8,4,1,96,244731,2549
list-d-s,8,8,1,192,199818,1040
list-d-s,8,16,1,384,219693,572
list-d-s,8,32,1,768,196632,256
list-d-s,12,1,1,36,280683,7796
list-d-s,12,2,1,72,282175,3919
list-d-s,12,4,1,144,285113,1979
list-d-s,12,8,1,288,281370,976
list-d-s,12,16,1,576,278647,483
list-d-s,12,32,1,1152,291754,253
list-il-s,2,1,1,6,90912,15152
list-il-s,2,2,1,12,93625,7802
list-il-s,2,4,1,24,69232,2884
list-il-s,2,8,1,48,105107,2189
list-il-s,2,16,1,96,111500,1161
list-il-s,2,32,1,192,109743,571
list-il-s,4,1,1,12,147082,12256
list-il-s,4,2,1,24,827171,34465
list-il-s,4,4,1,48,124381,2591
list-il-s,4,8,1,96,113490,1182
list-il-s,4,16,1,192,137887,718
list-il-s,4,32,1,384,120978,315
list-il-s,8,1,1,24,215736,8989
list-il-s,8,2,1,48,186846,3892
list-il-s,8,4,1,96,193151,2011
list-il-s,8,8,1,192,205736,1071
list-il-s,8,16,1,384,203133,528
list-il-s,8,32,1,768,188025,244
list-il-s,12,1,1,36,282031,7834
list-il-s,12,2,1,72,257080,3570
list-il-s,12,4,1,144,1489867,10346
list-dl-s,2,1,1,6,111171,18528
list-dl-s,2,2,1,12,106636,8886
list-dl-s,2,4,1,24,106717,4446
list-dl-s,2,8,1,48,110139,2294
list-dl-s,2,16,1,96,148728,1549
list-dl-s,2,32,1,192,82912,431
list-dl-s,4,1,1,12,112187,9348
list-dl-s,4,2,1,24,142968,5957
list-dl-s,4,4,1,48,130615,2721
list-dl-s,4,8,1,96,112492,1171
list-dl-s,4,16,1,192,125876,655
list-dl-s,4,32,1,384,164876,429
list-dl-s,8,1,1,24,212932,8872
list-dl-s,8,2,1,48,194362,4049
list-dl-s,8,4,1,96,206902,2155
list-dl-s,8,8,1,192,196684,1024
list-dl-s,8,16,1,384,209464,545
list-dl-s,8,32,1,768,222515,289
list-dl-s,12,1,1,36,301200,8366
list-dl-s,12,2,1,72,275663,3828
list-dl-s,12,4,1,144,283746,1970
list-dl-s,12,8,1,288,269399,935
list-dl-s,12,16,1,576,270020,468
list-dl-s,12,32,1,1152,314039,272
list-none-s,1,1000,1,3000,71910,23
list-none-s,2,1000,1,6000,191619,31
list-none-s,4,1000,1,12000,892868,74
list-none-s,8,1000,1,24000,4665867,194
list-none-s,12,1000,1,36000,6156289,171
list-none-s,16,1000,1,48000,14595132,304
list-none-s,24,1000,1,72000,26803327,372
list-none-m,1,1000,1,3000,147597,49
list-none-m,2,1000,1,6000,401843,66
list-none-m,4,1000,1,12000,1245771,103
list-none-m,8,1000,1,24000,3034521,126
list-none-m,12,1000,1,36000,4194148,116
list-none-m,16,1000,1,48000,6220930,129
list-none-m,24,1000,1,72000,9485234,131
